Line,Time,Remark
1,2022_04_23 04:46:05.207376,RL36524182,ENE,Address107 Part:,OF 107
,,"STRUCTURE=ASPHALT, VOLTAGE=24.7, GROUND=OFTAL CURB, MSPLATE=53JO, HARMONIC=16.7, V NON-SHUNT=46.5, STATUS=CREW WAITING"
2,2022_04_23 07:20:11.807376,RL36524182: Comment: ADDITIONAL ASSISTANCE NEEDED
3,2022_04_23 10:07:43.607376,RL36524182: Comment: SERVICE VEHICLE REQUESTED
4,2022_04_23 13:02:34.607376,RL36524182: Comment: 29% HARMONICS
5,2022_04_23 13:09:40.007376,RL36524182: Comment: ELECTRICIAN RELEASED AT 12:48HRS
6,2022_04_23 14:27:51.407376,RL36524182: Comment: LOAD TEST SUCCEEDED AT 6:22HRS
7,2022_04_23 14:33:14.807376,RL36524182: Comment: FROM 61OK TO 72BW
8,2022_04_23 17:01:47.207376,RL36524182: Comment: FLUSH NEEDED
9,2022_04_23 19:41:21.407376,RL36524182: Comment: 1.0 VOLTS REMAINING
10,2022_04_23 20:18:31.007376,RL36524182: Comment: 89.3 VOLTS
11,2022_04_23 21:28:44.807376,RL36524182: Comment: CONTACT S&R
12,2022_04_23 23:43:13.007376,RL36524182: Comment: EXPECTED TRAFFIC LIGHT GOT TRAFFIC LIGHT
13,2022_04_24 02:15:17.207376,RL36524182: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
14,2022_04_24 04:36:47.207376,RL36524182: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
