Line,Time,Remark
1,2022_04_23 04:45:17.136287,HD98870544,ENE,Address6 Part:,TM 6
,,"STRUCTURE=GAS CAP, VOLTAGE=6.6, GROUND=HDTAL CURB, MSPLATE=28AO, HARMONIC=13.0, V NON-SHUNT=74.0, STATUS=CREW WAITING"
2,2022_04_23 07:31:53.136287,HD98870544: Comment: ADDITIONAL ASSISTANCE NEEDED
3,2022_04_23 10:15:31.536287,HD98870544: Comment: ELECTRICIAN RELEASED AT 8:14HRS
4,2022_04_23 11:06:43.536287,HD98870544: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
5,2022_04_23 12:48:46.536287,HD98870544: Comment: CONTACT S&R
6,2022_04_23 13:41:44.136287,HD98870544: Comment: LOAD TEST SUCCEEDED AT 8:32HRS
7,2022_04_23 15:27:52.536287,"HD98870544: Comment: INFORHDD I&A, CREW WILL EB ON LOCATION UNTIL 3PM"
8,2022_04_23 17:32:19.536287,HD98870544: Comment: FLUSH NEEDED
9,2022_04_23 17:48:36.336287,HD98870544: Comment: 8.1 VOLTS REMAINING
10,2022_04_23 20:02:21.336287,HD98870544: Comment: FROM 26W TO 35YG
11,2022_04_23 21:49:15.936287,"HD98870544: Comment: SURVEY CONDUCTED, REPORTS 58BQ"
12,2022_04_23 22:51:26.136287,HD98870544: Comment: BFS REQUIRED ON SITE
13,2022_04_24 00:30:07.536287,HD98870544: Comment: 67.1 VOLTS
