Line,Time,Remark
1,2022_04_22 13:58:26.746287,OF05265263,ENE,Address21 Part:,TM 21
,,"STRUCTURE=TRAFFIC LIGHT, VOLTAGE=44.4, GROUND=OFTAL FENCE, MSPLATE=26P, HARMONIC=43.4, V NON-SHUNT=85.3, STATUS=PASSIVE SITE SAFETY"
2,2022_04_22 16:49:50.746287,"OF05265263: Comment: SURVEY CONDUCTED, REPORTS 47BQ"
3,2022_04_22 18:27:27.946287,OF05265263: Comment: CREW NOTIFIED
4,2022_04_22 20:38:45.346287,OF05265263: Comment: 2.7 VOLTS REMAINING
5,2022_04_22 22:29:31.546287,OF05265263: Comment: ADDITIONAL ASSISTANCE NEEDED
6,2022_04_22 23:37:45.946287,OF05265263: Comment: FLUSH NEEDED
7,2022_04_23 01:48:44.146287,OF05265263: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
8,2022_04_23 03:56:15.946287,OF05265263: Comment: EXPECTED ROLLDOWN GATE GOT TRAFFIC LIGHT
9,2022_04_23 04:50:53.146287,OF05265263: Comment: ELECTRICIAN RELEASED AT 12:42HRS
10,2022_04_23 06:42:33.946287,OF05265263: Comment: SERVICE VEHICLE REQUESTED
11,2022_04_23 09:26:26.746287,OF05265263: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
12,2022_04_23 11:09:08.146287,OF05265263: Comment: FROM 45R TO 93LP
13,2022_04_23 13:51:08.146287,OF05265263: Comment: LOAD TEST SUCCEEDED AT 4:13HRS
