Line,Time,Remark
1,2022_04_22 21:50:53.781374,RL90910672,ENE,Address69 Part:,HD 69
,,"STRUCTURE=DIRT, VOLTAGE=45.9, GROUND=HYDRANT, MSPLATE=97ER, HARMONIC=18.0, V NON-SHUNT=81.6, STATUS=PASSIVE SITE SAFETY"
2,2022_04_22 23:02:50.181374,RL90910672: Comment: ELECTRICIAN RELEASED AT 11:18HRS
3,2022_04_22 23:24:00.381374,RL90910672: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
4,2022_04_23 02:11:57.981374,RL90910672: Comment: FLUSH NEEDED
5,2022_04_23 03:01:31.581374,"RL90910672: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 2PM"
6,2022_04_23 04:45:13.581374,RL90910672: Comment: SERVICE VEHICLE REQUESTED
7,2022_04_23 05:17:53.781374,RL90910672: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
8,2022_04_23 07:32:38.781374,RL90910672: Comment: EXPECTED SCAFFOLDING GOT STREET LIGHT
9,2022_04_23 08:41:49.581374,RL90910672: Comment: BFS REQUIRED ON SITE
10,2022_04_23 09:27:36.381374,RL90910672: Comment: LOAD TEST SUCCEEDED AT 5:19HRS
11,2022_04_23 11:33:38.181374,RL90910672: Comment: ADDITIONAL ASSISTANCE NEEDED
12,2022_04_23 12:49:09.381374,"RL90910672: Comment: SURVEY CONDUCTED, REPORTS 78BQ"
13,2022_04_23 15:43:12.381374,RL90910672: Comment: 5.7 VOLTS REMAINING
14,2022_04_23 15:58:15.381374,RL90910672: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
15,2022_04_23 16:14:18.381374,RL90910672: Comment: 10.2 VOLTS
