Line,Time,Remark
1,2022_04_23 02:37:41.777374,EB97043283,ENE,Address63 Part:,TM 63
,,"STRUCTURE=DIRT, VOLTAGE=92.4, GROUND=OFTAL CURB, MSPLATE=40A, HARMONIC=23.7, V NON-SHUNT=83.1, STATUS=PASSIVE SITE SAFETY"
2,2022_04_23 04:47:30.977374,EB97043283: Comment: FROM 41VR TO 74QV
3,2022_04_23 07:07:41.777374,EB97043283: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
4,2022_04_23 09:04:38.177374,"EB97043283: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 6PM"
5,2022_04_23 10:35:20.777374,EB97043283: Comment: LOAD TEST SUCCEEDED AT 5:51HRS
6,2022_04_23 12:03:39.977374,EB97043283: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
7,2022_04_23 14:31:20.177374,EB97043283: Comment: ADDITIONAL ASSISTANCE NEEDED
8,2022_04_23 15:40:36.977374,EB97043283: Comment: SERVICE VEHICLE REQUESTED
9,2022_04_23 16:31:03.377374,EB97043283: Comment: 1.3 VOLTS REMAINING
10,2022_04_23 17:45:54.377374,EB97043283: Comment: FLUSH NEEDED
