Line,Time,Remark
1,2022_04_23 00:53:05.221574,EB62762143,ENE,Address128 Part:,OF 128
,,"STRUCTURE=DIRT, VOLTAGE=83.0, GROUND=OFTAL CURB, MSPLATE=39AG, HARMONIC=3.0, V NON-SHUNT=3.7, STATUS=CREW WAITING"
2,2022_04_23 03:51:44.821574,EB62762143: Comment: 46% HARMONICS
3,2022_04_23 05:03:37.621574,EB62762143: Comment: FLUSH NEEDED
4,2022_04_23 06:25:43.021574,EB62762143: Comment: SERVICE VEHICLE REQUESTED
5,2022_04_23 07:04:46.621574,EB62762143: Comment: ADDITIONAL ASSISTANCE NEEDED
6,2022_04_23 07:44:41.821574,"EB62762143: Comment: SURVEY CONDUCTED, REPORTS 40BQ"
7,2022_04_23 08:06:43.021574,EB62762143: Comment: EXPECTED DIRT GOT TRAFFIC LIGHT
8,2022_04_23 09:25:53.821574,EB62762143: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
9,2022_04_23 12:03:52.021574,EB62762143: Comment: LOAD TEST SUCCEEDED AT 3:59HRS
10,2022_04_23 14:35:57.421574,EB62762143: Comment: CONTACT S&R
11,2022_04_23 16:59:10.021574,EB62762143: Comment: 6.1 VOLTS
