Line,Time,Remark
1,2022_04_22 20:36:17.163373,EB53962642,ENE,Address44 Part:,EB 44
,,"STRUCTURE=DIRT, VOLTAGE=74.0, GROUND=OFTAL FENCE, MSPLATE=22QT, HARMONIC=27.7, V NON-SHUNT=96.9, STATUS=CREW WAITING"
2,2022_04_22 21:21:57.363373,EB53962642: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
3,2022_04_22 23:00:52.563373,EB53962642: Comment: 35% HARMONICS
4,2022_04_22 23:09:50.763373,"EB53962642: Comment: SURVEY CONDUCTED, REPORTS 45BQ"
5,2022_04_23 01:58:59.163373,EB53962642: Comment: FLUSH NEEDED
6,2022_04_23 03:51:22.563373,EB53962642: Comment: CREW NOTIFIED
7,2022_04_23 05:28:05.163373,EB53962642: Comment: 81.5 VOLTS
8,2022_04_23 07:03:54.363373,EB53962642: Comment: LOAD TEST SUCCEEDED AT 12:27HRS
9,2022_04_23 09:13:12.363373,EB53962642: Comment: BFS REQUIRED ON SITE
10,2022_04_23 09:19:50.163373,EB53962642: Comment: SERVICE VEHICLE REQUESTED
11,2022_04_23 10:01:30.363373,EB53962642: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
