Line,Time,Remark
1,2022_04_22 22:41:52.608374,OF74094990,ENE,Address108 Part:,HD 108
,,"STRUCTURE=SERVICE BOX, VOLTAGE=48.4, GROUND=OFTAL CURB, MSPLATE=01L, HARMONIC=42.4, V NON-SHUNT=18.9, STATUS=PASSIVE SITE SAFETY"
2,2022_04_22 23:44:50.208374,OF74094990: Comment: BFS REQUIRED ON SITE
3,2022_04_23 01:02:40.008374,OF74094990: Comment: 14% HARMONICS
4,2022_04_23 01:19:46.008374,OF74094990: Comment: ELECTRICIAN RELEASED AT 4:36HRS
5,2022_04_23 01:39:45.408374,"OF74094990: Comment: SURVEY CONDUCTED, REPORTS 62BQ"
6,2022_04_23 03:53:20.208374,OF74094990: Comment: 7.7 VOLTS REMAINING
7,2022_04_23 06:09:02.808374,OF74094990: Comment: SERVICE VEHICLE REQUESTED
8,2022_04_23 06:16:08.208374,OF74094990: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
9,2022_04_23 08:48:45.408374,OF74094990: Comment: LOAD TEST SUCCEEDED AT 11:17HRS
10,2022_04_23 11:10:32.208374,OF74094990: Comment: 4.1 VOLTS
11,2022_04_23 13:32:45.408374,OF74094990: Comment: CONTACT S&R
12,2022_04_23 15:36:38.808374,OF74094990: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
13,2022_04_23 17:30:49.608374,OF74094990: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
14,2022_04_23 18:10:16.008374,"OF74094990: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 5PM"
