Line,Time,Remark
1,2022_04_22 19:06:20.190374,HD39641849,ENE,Address81 Part:,RL 81
,,"STRUCTURE=GAS CAP, VOLTAGE=84.0, GROUND=STREETSIGN, MSPLATE=28ZR, HARMONIC=16.7, V NON-SHUNT=66.3, STATUS=PASSIVE SITE SAFETY"
2,2022_04_22 20:01:01.590374,HD39641849: Comment: ADDITIONAL ASSISTANCE NEEDED
3,2022_04_22 20:42:11.190374,HD39641849: Comment: 61.7 VOLTS
4,2022_04_22 20:49:05.190374,"HD39641849: Comment: INFORHDD I&A, CREW WILL EB ON LOCATION UNTIL 4PM"
5,2022_04_22 22:30:14.790374,HD39641849: Comment: EXPECTED SIDEWALK GOT ASPHALT
6,2022_04_23 01:11:12.390374,HD39641849: Comment: FROM 41N TO 71ZV
7,2022_04_23 01:31:29.790374,HD39641849: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
8,2022_04_23 02:46:53.190374,HD39641849: Comment: CONTACT S&R
9,2022_04_23 05:38:54.390374,HD39641849: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER HDF
