Line,Time,Remark
1,2022_04_23 02:01:51.348288,RL15054174,ENE,Address24 Part:,RL 24
,,"STRUCTURE=DIRT, VOLTAGE=11.2, GROUND=OFTAL CURB, MSPLATE=74OW, HARMONIC=32.4, V NON-SHUNT=21.1, STATUS=CREW WAITING"
2,2022_04_23 02:44:54.348288,RL15054174: Comment: LOAD TEST SUCCEEDED AT 2:51HRS
3,2022_04_23 03:59:06.348288,"RL15054174: Comment: SURVEY CONDUCTED, REPORTS 5BQ"
4,2022_04_23 05:56:04.548288,RL15054174: Comment: ELECTRICIAN RELEASED AT 8:19HRS
5,2022_04_23 06:16:59.748288,RL15054174: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
6,2022_04_23 08:10:51.948288,RL15054174: Comment: ADDITIONAL ASSISTANCE NEEDED
7,2022_04_23 09:16:06.348288,RL15054174: Comment: SERVICE VEHICLE REQUESTED
8,2022_04_23 10:11:11.148288,RL15054174: Comment: CREW NOTIFIED
9,2022_04_23 12:51:04.548288,RL15054174: Comment: 23% HARMONICS
10,2022_04_23 13:28:29.748288,"RL15054174: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 6PM"
11,2022_04_23 14:06:38.748288,RL15054174: Comment: 1.6 VOLTS REMAINING
12,2022_04_23 14:49:12.348288,RL15054174: Comment: FLUSH NEEDED
13,2022_04_23 15:36:58.548288,RL15054174: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
14,2022_04_23 17:43:06.948288,RL15054174: Comment: FROM 24KD TO 51UY
15,2022_04_23 20:33:44.148288,RL15054174: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
