Line,Time,Remark
1,2022_04_23 03:22:47.229718,HD81407360,ENE,Address141 Part:,OF 141
,,"STRUCTURE=STORM DRAIN, VOLTAGE=18.5, GROUND=HYDRANT, MSPLATE=22P, HARMONIC=31.3, V NON-SHUNT=43.7, STATUS=PASSIVE SITE SAFETY"
2,2022_04_23 03:47:40.029718,"HD81407360: Comment: SURVEY CONDUCTED, REPORTS 59BQ"
3,2022_04_23 06:35:57.429718,HD81407360: Comment: EXPECTED STORM DRAIN GOT STORM DRAIN
4,2022_04_23 07:07:23.229718,HD81407360: Comment: ADDITIONAL ASSISTANCE NEEDED
5,2022_04_23 08:23:20.829718,HD81407360: Comment: CONTACT S&R
6,2022_04_23 08:28:37.629718,HD81407360: Comment: 7.7 VOLTS REMAINING
7,2022_04_23 09:23:08.229718,HD81407360: Comment: 93.3 VOLTS
8,2022_04_23 11:54:54.429718,HD81407360: Comment: BFS REQUIRED ON SITE
9,2022_04_23 14:08:32.829718,HD81407360: Comment: ELECTRICIAN RELEASED AT 11:18HRS
10,2022_04_23 14:23:05.229718,HD81407360: Comment: FLUSH NEEDED
11,2022_04_23 16:55:49.029718,HD81407360: Comment: LOAD TEST SUCCEEDED AT 6:35HRS
12,2022_04_23 17:10:35.229718,HD81407360: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
13,2022_04_23 20:06:19.629718,HD81407360: Comment: SERVICE VEHICLE REQUESTED
14,2022_04_23 21:10:09.429718,HD81407360: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
15,2022_04_23 21:22:44.829718,HD81407360: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
