Line,Time,Remark
1,2022_04_23 03:15:18.970374,RL95365701,ENE,Address54 Part:,TM 54
,,"STRUCTURE=SERVICE BOX, VOLTAGE=73.8, GROUND=STREETSIGN, MSPLATE=90F, HARMONIC=6.9, V NON-SHUNT=51.2, STATUS=PASSIVE SITE SAFETY"
2,2022_04_23 05:25:45.370374,RL95365701: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
3,2022_04_23 06:49:03.370374,RL95365701: Comment: ADDITIONAL ASSISTANCE NEEDED
4,2022_04_23 08:31:41.170374,RL95365701: Comment: 36% HARMONICS
5,2022_04_23 11:11:06.970374,RL95365701: Comment: LOAD TEST SUCCEEDED AT 3:30HRS
6,2022_04_23 12:46:08.770374,RL95365701: Comment: ELECTRICIAN RELEASED AT 12:22HRS
7,2022_04_23 13:56:40.570374,"RL95365701: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 7PM"
8,2022_04_23 14:25:07.570374,RL95365701: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
9,2022_04_23 16:25:27.370374,"RL95365701: Comment: SURVEY CONDUCTED, REPORTS 77BQ"
10,2022_04_23 16:48:03.370374,RL95365701: Comment: FLUSH NEEDED
11,2022_04_23 19:44:18.370374,RL95365701: Comment: EXPECTED TRAFFIC LIGHT GOT MANHOLE COVER
12,2022_04_23 20:06:03.370374,RL95365701: Comment: 36.5 VOLTS
13,2022_04_23 22:29:26.770374,RL95365701: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
