Line,Time,Remark
1,2022_04_23 03:31:49.053535,EB88841703,ENE,Address178 Part:,EB 178
,,"STRUCTURE=GAS CAP, VOLTAGE=32.1, GROUND=HYDRANT, MSPLATE=98EC, HARMONIC=30.1, V NON-SHUNT=35.1, STATUS=CREW WAITING"
2,2022_04_23 05:45:12.453535,EB88841703: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
3,2022_04_23 08:35:02.853535,EB88841703: Comment: CONTACT S&R
4,2022_04_23 09:51:08.853535,EB88841703: Comment: SERVICE VEHICLE REQUESTED
5,2022_04_23 10:06:01.053535,EB88841703: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
6,2022_04_23 12:29:05.853535,EB88841703: Comment: 37% HARMONICS
7,2022_04_23 14:12:43.653535,EB88841703: Comment: FROM 52RN TO 29VQ
8,2022_04_23 16:29:03.453535,EB88841703: Comment: EXPECTED DIRT GOT GAS CAP
9,2022_04_23 19:18:02.853535,EB88841703: Comment: LOAD TEST SUCCEEDED AT 12:26HRS
10,2022_04_23 20:22:42.453535,EB88841703: Comment: ADDITIONAL ASSISTANCE NEEDED
11,2022_04_23 22:40:53.853535,EB88841703: Comment: CREW NOTIFIED
