Line,Time,Remark
1,2022_04_22 13:58:33.403374,HD87759142,ENE,Address101 Part:,HD 101
,,"STRUCTURE=TRAFFIC LIGHT, VOLTAGE=73.3, GROUND=HYDRANT, MSPLATE=83U, HARMONIC=36.8, V NON-SHUNT=69.3, STATUS=PASSIVE SITE SAFETY"
2,2022_04_22 16:02:28.603374,HD87759142: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER HDF
3,2022_04_22 17:47:13.603374,HD87759142: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
4,2022_04_22 20:36:33.403374,"HD87759142: Comment: SURVEY CONDUCTED, REPORTS 30BQ"
5,2022_04_22 20:43:35.803374,HD87759142: Comment: ADDITIONAL ASSISTANCE NEEDED
6,2022_04_22 22:51:40.603374,HD87759142: Comment: CREW NOTIFIED
7,2022_04_23 00:10:07.003374,HD87759142: Comment: ELECTRICIAN RELEASED AT 1:28HRS
8,2022_04_23 01:08:48.403374,HD87759142: Comment: 25% HARMONICS
9,2022_04_23 03:35:14.803374,HD87759142: Comment: 21.2 VOLTS
10,2022_04_23 03:58:01.003374,HD87759142: Comment: FROM 86LD TO 38W
11,2022_04_23 06:10:13.603374,HD87759142: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
12,2022_04_23 08:11:53.203374,"HD87759142: Comment: INFORHDD I&A, CREW WILL EB ON LOCATION UNTIL 4PM"
