Line,Time,Remark
1,2022_04_23 00:00:18.971375,OF23374824,ENE,Address55 Part:,EB 55
,,"STRUCTURE=ROLLDOWN GATE, VOLTAGE=70.4, GROUND=HYDRANT, MSPLATE=85CJ, HARMONIC=41.4, V NON-SHUNT=53.0, STATUS=PASSIVE SITE SAFETY"
2,2022_04_23 01:47:44.771375,OF23374824: Comment: CONTACT S&R
3,2022_04_23 02:25:30.371375,OF23374824: Comment: ELECTRICIAN RELEASED AT 12:26HRS
4,2022_04_23 03:47:10.571375,"OF23374824: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 3PM"
5,2022_04_23 04:13:41.771375,OF23374824: Comment: 84.8 VOLTS
6,2022_04_23 05:55:36.371375,OF23374824: Comment: FLUSH NEEDED
7,2022_04_23 06:08:39.371375,OF23374824: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
8,2022_04_23 08:44:09.971375,OF23374824: Comment: 17% HARMONICS
9,2022_04_23 11:21:25.571375,OF23374824: Comment: ADDITIONAL ASSISTANCE NEEDED
10,2022_04_23 13:41:15.371375,OF23374824: Comment: EXPECTED STREET LIGHT GOT ROLLDOWN GATE
11,2022_04_23 14:01:28.571375,OF23374824: Comment: BFS REQUIRED ON SITE
12,2022_04_23 16:23:56.171375,"OF23374824: Comment: SURVEY CONDUCTED, REPORTS 8BQ"
13,2022_04_23 18:15:05.771375,OF23374824: Comment: CREW NOTIFIED
14,2022_04_23 19:54:58.571375,OF23374824: Comment: 9.4 VOLTS REMAINING
15,2022_04_23 20:47:22.571375,OF23374824: Comment: FROM 21R TO 68Y
