Line,Time,Remark
1,2022_04_23 02:07:10.664635,TM79646918,ENE,Address196 Part:,EB 196
,,"STRUCTURE=SCAFFOLDING, VOLTAGE=41.8, GROUND=HYDRANT, MSPLATE=54OD, HARMONIC=45.6, V NON-SHUNT=38.2, STATUS=PASSIVE SITE SAFETY"
2,2022_04_23 03:59:54.464635,TM79646918: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
3,2022_04_23 04:34:48.464635,TM79646918: Comment: FLUSH NEEDED
4,2022_04_23 06:46:19.664635,TM79646918: Comment: CONTACT S&R
5,2022_04_23 07:05:34.064635,TM79646918: Comment: LOAD TEST SUCCEEDED AT 5:33HRS
6,2022_04_23 09:17:40.664635,TM79646918: Comment: FROM 89BV TO 45ET
7,2022_04_23 09:39:50.264635,TM79646918: Comment: ADDITIONAL ASSISTANCE NEEDED
8,2022_04_23 12:10:08.864635,"TM79646918: Comment: SURVEY CONDUCTED, REPORTS 40BQ"
9,2022_04_23 14:58:23.864635,TM79646918: Comment: EXPECTED SCAFFOLDING GOT TRAFFIC LIGHT
10,2022_04_23 16:03:17.264635,TM79646918: Comment: CREW NOTIFIED
11,2022_04_23 19:01:25.064635,TM79646918: Comment: 33.7 VOLTS
12,2022_04_23 20:43:28.064635,TM79646918: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
13,2022_04_23 21:04:35.864635,TM79646918: Comment: 4.7 VOLTS REMAINING
14,2022_04_23 23:32:13.064635,TM79646918: Comment: BFS REQUIRED ON SITE
