Line,Time,Remark
1,2022_04_23 01:19:29.167374,RL78736799,ENE,Address49 Part:,OF 49
,,"STRUCTURE=TRAFFIC LIGHT, VOLTAGE=77.1, GROUND=OFTAL FENCE, MSPLATE=89WI, HARMONIC=18.9, V NON-SHUNT=85.6, STATUS=CREW WAITING"
2,2022_04_23 04:15:56.167374,RL78736799: Comment: CREW NOTIFIED
3,2022_04_23 05:19:28.567374,RL78736799: Comment: SERVICE VEHICLE REQUESTED
4,2022_04_23 07:21:15.967374,RL78736799: Comment: FROM 80EL TO 38G
5,2022_04_23 08:28:42.367374,RL78736799: Comment: EXPECTED STREET LIGHT GOT ROLLDOWN GATE
6,2022_04_23 09:55:50.767374,RL78736799: Comment: 60.0 VOLTS
7,2022_04_23 10:48:24.967374,RL78736799: Comment: MAINTENANCE PERSON REQUIRED TO SHUT BREAKER OFF
8,2022_04_23 12:11:15.367374,RL78736799: Comment: CONTACT S&R
9,2022_04_23 13:17:32.167374,RL78736799: Comment: ELECTRICIAN RELEASED AT 7:51HRS
10,2022_04_23 14:23:32.767374,RL78736799: Comment: I&A WILL NOTIFY IF CREW IS AVAILABLE
11,2022_04_23 16:42:00.367374,RL78736799: Comment: 2.4 VOLTS REMAINING
12,2022_04_23 18:48:15.967374,"RL78736799: Comment: SURVEY CONDUCTED, REPORTS 26BQ"
13,2022_04_23 21:09:54.967374,"RL78736799: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 1PM"
