Line,Time,Remark
1,2022_04_22 15:22:53.159289,RL29511430,ENE,Address38 Part:,TM 38
,,"STRUCTURE=STORM DRAIN, VOLTAGE=69.5, GROUND=STREETSIGN, MSPLATE=56WX, HARMONIC=35.3, V NON-SHUNT=62.5, STATUS=PASSIVE SITE SAFETY"
2,2022_04_22 17:46:51.959289,RL29511430: Comment: SERVICE VEHICLE REQUESTED
3,2022_04_22 18:48:21.959289,RL29511430: Comment: CREW NOTIFIED
4,2022_04_22 20:31:09.359289,RL29511430: Comment: CONTACT S&R
5,2022_04_22 21:19:34.559289,RL29511430: Comment: ADDITIONAL ASSISTANCE NEEDED
6,2022_04_22 23:58:55.559289,RL29511430: Comment: BFS REQUIRED ON SITE
7,2022_04_23 00:48:17.159289,RL29511430: Comment: LOAD TEST SUCCEEDED AT 6:30HRS
8,2022_04_23 03:13:14.759289,"RL29511430: Comment: INFOROFD I&A, CREW WILL EB ON LOCATION UNTIL 3PM"
9,2022_04_23 05:48:03.959289,RL29511430: Comment: CREW REPORTS VEHICLE NEEDS TO EB MOVED
10,2022_04_23 06:01:02.159289,RL29511430: Comment: 23.1 VOLTS
11,2022_04_23 06:07:09.959289,RL29511430: Comment: FROM 38Q TO 62M
